	I14R018a01	I14R018a02
1700008P02Rik	0.0	0.0
1700009J07Rik	0.10646698434540976	0.0
1700009N14Rik	0.0	0.0
1700009P17Rik	0.5706395722931935	0.224852458969543
1700010B08Rik	0.0	0.0
1700010D01Rik	0.0	0.0
1700010H22Rik	0.0	0.0
1700010I14Rik	0.24213937586786458	0.1565728805024825
1700010K10Rik	0.0	0.2389386493148247
1700010K23Rik	0.0	0.8140436430114109
1700010K24Rik	0.0	0.0
1700010L04Rik	0.0	0.0
1700011A15Rik	0.0	0.0
1700011E24Rik	0.0	0.0
1700011H14Rik	0.0	0.0
1700011I03Rik	0.24785677019275992	0.03255481916318767
1700011J10Rik	4.393117889781597	3.094900458708678
1700011L22Rik	0.0	0.0
1700011M02Rik	0.0	0.0
1700012A03Rik	0.0	0.0
1700012B07Rik	0.0	0.0
1700012B09Rik	1.144010482745375	1.0518227139941252
1700012B15Rik	2.603957085804363	2.2219660176654155
1700012C08Rik	0.0	0.0
1700012C14Rik	0.21039629409103727	0.0
1700012L04Rik	0.0	0.0
1700012P22Rik	0.0	0.20950062270519537
1700013D24Rik	0.0	0.0
1700013F07Rik	0.8756838860961448	0.7036331259133114
1700013G23Rik	0.6111590226468212	0.4816371514906223
1700013G24Rik	0.0	0.0
1700013H16Rik	0.0	0.0
1700013N06Rik	0.0	0.0
1700014D04Rik	0.22087782011604573	0.30171711609340124
1700015E13Rik	0.12593760015955086	0.13233048412118048
1700015F17Rik	0.23670865363972135	0.14923471953792805
1700015G11Rik	0.0	0.0
1700015O11Rik	0.0	0.0
1700016C15Rik	0.1264295439101741	0.0
1700016D06Rik	0.0	0.0
1700016D08Rik	0.0	0.0
1700016G14Rik	0.11251203907649328	0.0
1700016H13Rik	0.0	0.0
1700016K19Rik	1.897678626508411	0.4431131520409561
1700016P03Rik	1.237632429841426	1.7733511574292613
1700017B05Rik	2.2434453644960604	2.66750255780472
1700017D01Rik	0.0	0.0
1700017G19Rik	0.0	0.0
1700017J07Rik	0.0	0.0
1700017N19Rik	0.0	0.06037088950143796
1700018A04Rik	0.06905966552134687	0.0
1700018A14Rik	0.0	0.0
1700018B08Rik	0.0	0.0
1700018B24Rik	0.0	0.0
1700018C11Rik	0.0	0.07563143310409945
1700018F24Rik	0.0	0.0
1700018M17Rik	0.0	0.0
1700019A02Rik	0.0	0.0
1700019B03Rik	0.020454579676219446	0.0
1700019B21Rik	0.0	0.0
1700019D03Rik	0.4395193160672214	0.3864294626840311
1700019E08Rik	0.0	0.0
1700019G06Rik	0.0	0.0
1700019G17Rik	3.9794217099595786	3.9600567320265805
1700019G24Rik	0.5791126623638988	0.8113463479716116
1700019L03Rik	0.5828787777269456	0.6124670530711164
1700019M22Rik	0.0	0.0
1700019N19Rik	0.0	0.10448213339214557
1700019O17Rik	0.0	0.0
1700020A23Rik	0.0	0.08342338778203609
1700020I14Rik	30.831413387929363	30.531107224127176
1700020L24Rik	1.3442732336519472	0.86923794042539
1700020N01Rik	0.21625365194435123	0.0
1700020N15Rik	0.0	0.0
1700021A07Rik	0.0	0.0
1700021F05Rik	7.975345009147059	8.054747625586591
1700021F07Rik	0.0	0.0
1700021J08Rik	0.6754635806818344	0.5323137561257226
1700021K19Rik	3.465399148447126	3.7230942787275065
1700021L23Rik	0.0	0.0
1700021N21Rik	0.10740917004758152	0.1128615080281307
1700021O21Rik	0.110842339866454	0.11646895349021706
1700021P04Rik	0.0	0.0
1700022A21Rik	0.0	0.0
1700022I11Rik	0.10235915003480256	0.04302205492617759
1700022K14Rik	0.10395919670558212	0.21847281211441144
1700022N22Rik	0.5478019166319532	0.43170720701310367
1700022P22Rik	0.0	0.23838038144259385
1700023C21Rik	0.0	0.0
1700023E05Rik	0.09459122233123594	0.024848222907313724
1700023F06Rik	0.5505195731992273	0.6266706554909484
1700023H06Rik	0.0	0.0
1700023L04Rik	0.24865016574395313	0.2612722234505253
1700024B05Rik	0.0	0.0
1700024G13Rik	2.43964547042748	1.0253950076123632
1700024J04Rik	0.0	0.05602789854883589
1700024N20Rik	0.30295753423717225	0.0795840899043917
1700024P03Rik	0.0	0.0
1700024P04Rik	0.0	0.0
1700024P16Rik	0.0	0.0
1700025C18Rik	0.0	0.0
1700025D23Rik	0.0	0.0
1700025F22Rik	0.0	0.0
1700025G04Rik	4.179639389565859	4.4820501762680305
1700025N21Rik	0.0	0.0
1700025O08Rik	0.0	0.0
1700026D08Rik	0.5090055028465805	0.2567250239230786
1700026D11Rik	0.0	0.0
1700026J12Rik	0.0	0.0
1700026J14Rik	0.24457906731237708	0.25699446664340087
1700026L06Rik	0.08392211730597554	0.0881821981481678
1700027A07Rik	0.42400825206556203	0.6682978379307651
1700028E10Rik	0.19748723333494314	0.069170714072834
1700028I16Rik	0.0	0.0
1700028J19Rik	0.8578930015687957	0.32779695825680366
1700028K03Rik	0.09665920563589694	0.14062963922457639
1700028N14Rik	0.0	0.0
1700028P14Rik	1.1186392825231994	0.9403392005293102
1700028P15Rik	0.0	0.0
1700029F12Rik	0.0	0.0
1700029H14Rik	0.0	0.0
1700029I15Rik	2.745698681113498	3.4096360985773573
1700029J07Rik	0.5235670524280152	0.7001839439235402
1700029M20Rik	0.0	0.019098989752420473
1700029N11Rik	0.0	0.0
1700029P11Rik	0.0	0.0
1700030A11Rik	0.0	0.0
1700030C10Rik	0.1980242482454392	0.3467940287472133
1700030C12Rik	0.0	0.04317681051943722
1700030C14Rik	1.2843636206747846	1.0796487117188376
1700030J22Rik	3.562325809427295	2.4382036456672975
1700030K09Rik	2.05236064283338	2.4354065646361787
1700030M09Rik	0.0	0.0
1700031A10Rik	0.0	0.0
1700031F05Rik	0.0	0.0
1700031F10Rik	0.0	0.0
1700034B16Rik	0.0	0.0
1700034E13Rik	0.0	0.0
1700034G24Rik	0.0	0.04979346181426557
1700034H15Rik	0.276453160852375	0.2772826282394245
1700034I23Rik	0.0	0.03706022639209231
1700034J04Rik	0.0	0.0
1700034J05Rik	0.0	0.0
1700034O15Rik	0.0	0.0
1700034P13Rik	0.0	0.09311846965996058
1700036A12Rik	0.0	0.0
1700036O09Rik	0.0	0.0
1700037C06Rik	0.0	0.0
1700037C18Rik	1.34159433123335	0.7400908008310995
1700037F24Rik	0.0	0.10485796840434754
1700037H04Rik	15.24802601286069	18.969299444492464
1700039E15Rik	0.0	0.0
1700039E22Rik	0.0	0.0
1700039M10Rik	0.0	0.0
1700040D17Rik	1.4130670022060208	1.2726836165168003
1700040F15Rik	0.0	0.0
1700040L02Rik	1.52191049722592	1.8656938944671138
1700040N02Rik	0.2481206722053161	0.34762113545972795
1700041G16Rik	0.21200412603278102	0.4455318919538434
1700041M05Rik	0.0	0.0
1700042B14Rik	0.0	0.0
1700042G07Rik	0.0	0.0
1700042G15Rik	0.0	0.0
1700042O10Rik	0.0	0.0
1700045H11Rik	0.0	0.0
1700045I11Rik	0.0	0.0
1700046C09Rik	0.0	0.0
1700047A11Rik	0.0	0.0
1700047F07Rik	0.0	0.05722198724477295
1700047I17Rik2	0.0	0.0
1700047K16Rik	0.0	0.5757720274121341
1700048O20Rik	5.854257662958805	9.693167666357555
1700049E15Rik	0.0	0.0
1700049E17Rik1	0.0	0.0
1700049E17Rik2	0.0	0.0
1700049G17Rik	0.8914720311923966	0.8713722921527075
1700049J03Rik	0.46458320441633355	0.24408326138141184
1700049L16Rik	0.0	0.0
1700051A21Rik	0.0	0.10646275122514451
1700051O22Rik	0.0	0.0
1700052N19Rik	2.6581472377119946	2.547099381368415
1700054K02Rik	0.0	0.0
1700054M17Rik	0.0	0.0
1700054O13Rik	0.0	0.0
1700055C04Rik	0.0	0.0
1700055D18Rik	0.0618457896324928	0.12997045000946517
1700055N04Rik	0.0	0.0
1700056E22Rik	0.0	0.0
1700056N10Rik	0.8378533149636849	0.978205208604316
1700057G04Rik	0.0	0.0
1700057H15Rik	0.046171131584885255	0.048514885048706685
1700057H21Rik	0.0	0.0
1700058G18Rik	0.5891862240474133	0.0
1700058P15Rik	0.23510384920826563	0.4940765290916715
1700060C16Rik	0.0	0.0
1700060C20Rik	0.0	0.0
1700060J05Rik	0.0916017827575601	0.2887551035587646
1700061E18Rik	0.0	0.17351497152624176
1700061F12Rik	0.0	0.0
1700061G19Rik	0.026822621470445774	0.11273679917948082
1700061H18Rik	0.0	0.0
1700061I17Rik	0.0	0.0
1700061J23Rik	0.0	0.0
1700062I23Rik	0.0	0.0
1700063H04Rik	0.0	0.0
1700064E03Rik	0.0	0.3643814402051077
1700064H15Rik	0.49288268894930815	0.25895127730312223
1700065D16Rik	0.0	0.0
1700065I17Rik	0.0	0.0
1700066B19Rik	0.04697527320900517	0.04935984676218198
1700066J03Rik	0.0	0.0
1700066J24Rik	0.0	0.0
1700066M21Rik	10.523242037800022	9.666768260760504
1700066O22Rik	0.0	0.0
1700067G03Rik	0.0	0.2663885202543868
1700067K01Rik	0.07389489324430266	0.11646895349021706
1700067P10Rik	0.0	0.0
1700069B07Rik	0.11798042493683317	0.0
1700069L16Rik	0.0	0.0
1700071G01Rik	0.0	0.0
1700071K01Rik	0.0	0.0
1700071M16Rik	0.31228358743905166	0.3046975516532488
1700073E17Rik	0.03311660631753537	0.0
1700074P13Rik	0.0	0.0
1700080E11Rik	0.0	0.0
1700080G11Rik	0.0	0.23400642948951872
1700080N15Rik	0.0	0.0
1700080O16Rik	0.0	0.0
1700081H22Rik	0.0	0.0
1700082M22Rik	0.037928863173052225	0.0
1700084C01Rik	3.885290913137588	4.732829754505436
1700084C06Rik	0.38839155889205484	0.2720714753531471
1700084E18Rik	0.13319326436627393	0.0
1700084J12Rik	0.0	0.0
1700084M14Rik	0.0	0.0
1700085B03Rik	0.0	0.0
1700086D15Rik	0.0	0.0
1700086L19Rik	16.16015654064262	13.526825819743914
1700086O06Rik	1.4190411358862067	1.4910749471308755
1700086P04Rik	0.0962318034915894	0.10111675248506459
1700087M22Rik	0.0	0.0
1700088E04Rik	1.2398772829754345	1.0585382620483577
1700091E21Rik	0.7775606784625722	0.5106446609480989
1700091H14Rik	0.0	0.0
1700092C02Rik	0.0	0.0
1700092C10Rik	0.0	0.0
1700092C17Rik	0.0	0.0
1700092E19Rik	0.0	0.0
1700092K14Rik	0.0	0.0
1700092M07Rik	0.511041524857967	0.0
1700093J21Rik	0.0	0.15744877045899713
1700093K21Rik	0.0	0.0
1700094C10Rik	0.0	0.0
1700094D03Rik	2.1946568552182626	1.910737678053261
1700095A21Rik	0.0	0.0
1700095B10Rik	0.0	0.0
1700095B22Rik	0.37572428306307126	0.22559823826960784
1700095J03Rik	0.3759320951665353	0.16929226204219605
1700095J07Rik	0.0	0.0
1700095J12Rik	0.0	0.0
1700099I09Rik	0.0	0.0
1700101E01Rik	0.5305895613279438	0.1858411716893081
1700101G07Rik	0.0	0.0
1700101I11Rik	2.306624077130416	1.9620539087967337
1700101I19Rik	0.0	0.0
1700102P08Rik	0.08875492662067065	0.7460826563614636
1700104A03Rik	0.0	0.0
1700104B16Rik	0.0	0.3676641558826312
1700106J16Rik	0.0	0.0
1700108N11Rik	0.0	0.0
1700109F18Rik	0.0	0.0
1700109G15Rik	0.0	0.0
1700109H08Rik	0.045415289861091536	0.04772067505024797
1700109K24Rik	0.27874992264980014	0.09763330455256475
1700110I01Rik	0.0	0.0
1700110K17Rik	0.0	0.0
1700110M21Rik	0.0	0.0
1700111E14Rik	0.0	0.0
1700112D23Rik	1.4226797029012996	1.8686227702826035
1700112E06Rik	0.17911067995636878	0.08364566776587838
1700112J05Rik	0.0	0.12865927270798252
1700112J16Rik	0.7890573431215561	0.4606176219297073
1700112K13Rik	0.0	0.0
1700112M01Rik	0.0	0.0
1700113A16Rik	1.4816565064549396	0.7265387820976714
1700113H08Rik	0.0	0.0
1700116B05Rik	0.0	0.0
1700119I11Rik	0.0	0.0
1700120B22Rik	0.0	0.0
1700120C18Rik	0.0	0.0
1700120E14Rik	0.0	0.0
1700120G11Rik	0.0	0.0
1700120O09Rik	0.0	0.0
1700121C08Rik	0.43027129862487606	0.15070428841570183
1700121F15Rik	0.5137454482699139	1.0796487117188376
1700121N20Rik	0.1890903402590335	0.09934450171122704
1700122E12Rik	0.0	0.0
1700122O11Rik	0.0	0.0
1700123I01Rik	0.0	0.0
1700123K08Rik	0.0	0.0
1700123L14Rik	0.057015789620090254	0.059910043016694156
1700123M08Rik	0.886738718931632	0.873517151176628
1700123O12Rik	0.0	0.0
1700123O20Rik	7.60745774431235	6.157255463921142
1700125G02Rik	0.0	0.1965834359488057
1700125G22Rik	0.0	0.0
1700125H03Rik	0.0	0.0
1700125H20Rik	0.1762212154682644	0.0
1700128E19Rik	0.0	0.0
1700128F08Rik	0.08747557632703937	0.0
1700129C05Rik	0.0	0.0
1810007I06Rik	0.0	0.0
1810008B01Rik	0.11712652560074031	0.0
1810009A15Rik	28.261011805560084	24.055099955003858
1810009J06Rik	0.0	0.0
1810009N23Rik	0.1398097764190262	0.2938136882863359
1810010H24Rik	1.6485928163681036	2.087618525511196
1810010K12Rik	0.3067863814313229	0.28206462195972
1810011H11Rik	0.5273476699145347	0.8311755866185755
1810011O10Rik	0.5836086534816751	0.8431967211357864
1810012K08Rik	1.3532806930036756	0.8887352200124579
1810013D15Rik	0.0	0.0
1810013L24Rik	12.72827723127553	12.847447926169268
1810014B01Rik	2.513672039789036	3.009821408557542
1810019D21Rik	0.0	0.0
1810019J16Rik	0.0	0.0
1810019N24Rik	0.06587373793962938	0.13843528257453208
1810020O05Rik	1.1128697962523062	1.6565956593852078
1810021B22Rik	0.6315309900683818	1.0783320669484489
1810022K09Rik	5.51692555244396	4.444349384319874
1810024B03Rik	0.3209847594149214	0.1686393442271573
1810026J23Rik	24.412308551811332	21.14561821455256
1810030O07Rik	10.360945624389755	11.907537245680066
1810032O08Rik	0.39438622958169656	0.3481011971415163
1810033B17Rik	0.6004286466970813	0.6309077939947095
1810034E14Rik	0.3870644806726059	0.11620364835698194
1810035I16Rik	0.0	0.0
1810037I17Rik	48.16439876359393	43.8412204096284
1810041L15Rik	10.210462790822405	9.331614634365124
1810043G02Rik	1.9810070398568767	2.1835463538161206
1810043H04Rik	17.925764256556377	20.143753463646465
1810046K07Rik	0.0	0.0
1810049J17Rik	0.0	0.0
1810055G02Rik	7.996903776337473	7.589666554750384
1810058I24Rik	4.807908111425392	4.891224193975383
1810058N05Rik	0.0	0.21661741668244194
1810059C17Rik	0.0	0.0
1810059H22Rik	0.48491895572597915	0.2997262140347537
1810062G17Rik	0.1065838526048449	0.11199429556249194
1810062O18Rik	0.2572129529086456	0.23648596781523543
1810063I02Rik	0.0	0.0
1810064F22Rik	0.0	0.0
1810065E05Rik	0.0	0.0
2010001A14Rik	3.8088427463831414	4.466210261979603
2010001E11Rik	0.0	0.0
2010001K21Rik	1.1225189563354185	0.589750307846417
2010001M06Rik	16.615248241417202	18.48064800238927
2010002M12Rik	0.04425610288195703	0.07750440843013533
2010003K11Rik	0.0	0.0
2010003O02Rik	2.7636970509396686	2.8071890839330877
2010005H15Rik	0.0	0.0
2010007H06Rik	0.1551084500367631	0.0
2010012O05Rik	11.110925800105887	10.033885982118589
2010012P19Rik	0.1982601117366283	0.3124863805740587
2010013B24Rik	0.0	0.13658206594033487
2010015L04Rik	1.0233333630354318	1.1712872868548487
2010015M23Rik	0.16196478686074012	0.3403729883483908
2010016I18Rik	0.0	0.0
2010106E10Rik	0.038333158200952906	0.0
2010107E04Rik	257.77494559342546	260.238229678541
2010107G12Rik	0.1768631871093146	0.16519215261271833
2010107G23Rik	2.0623060662729125	2.4341570750972568
2010109A12Rik	0.3537263742186291	0.18584117168930808
2010109I03Rik	0.051456221368846686	0.0
2010110K18Rik	0.0	0.03314710957031519
2010111I01Rik	1.7075652916881712	2.1174322904327396
2010204K13Rik	7.3008461780644405	7.423987763014668
2010300C02Rik	35.32606641178992	49.61630093084323
2010300F17Rik	0.027766053681159197	0.0
2010315B03Rik	2.377762650380818	3.2442733491945988
2010320O07Rik	0.18494836137716897	0.38867353621878153
2200002D01Rik	0.20714216474242925	0.21765718028251765
2200002J24Rik	0.0	0.0
2210008F06Rik	2.3332210099799964	3.771785702677639
2210010C04Rik	0.0	0.0
2210011C24Rik	1.3937496132490006	0.32544434850854914
2210013O21Rik	15.124134190254576	13.201710382431148
2210015D19Rik	3.433717121835455	3.7173545033962765
2210016F16Rik	5.574010678642176	5.278495136635295
2210016L21Rik	24.34842360342899	24.205140300601293
2210017G18Rik	0.0	0.0
2210018M11Rik	7.952086848726217	9.400222322594688
2210019I11Rik	0.0	0.0
2210404O07Rik	0.27014516218644513	0.20275596831762752
2210404O09Rik	2.3940420057853147	2.1060578654056683
2210406O10Rik	0.31717516242273647	0.3110573270043603
2210407C18Rik	0.0769092195825851	0.08081330951083578
2210408F21Rik	0.7744229715849935	1.0462300372011446
2210408I21Rik	1.9598520962082626	1.4325834595163516
2210409E12Rik	0.0	0.0
2210411M09Rik	1.2080608363672	0.9520385996027697
2210414B05Rik	0.0	0.0
2210417A02Rik	0.0	0.0
2210417K05Rik	0.41953000840476395	0.29388421485577576
2210418O10Rik	0.0	0.0
2300002M23Rik	0.0	0.0
2300003K06Rik	0.0	0.0
2300005B03Rik	0.0	0.0
2300009A05Rik	7.469068440231824	8.53066916868145
2310001H17Rik	0.01558803816391294	0.03275864609325097
2310001K24Rik	0.0	0.0
2310002F09Rik	0.0	0.0
2310002J15Rik	0.0	0.11982008603338831
2310002L09Rik	0.0	0.0
2310003H01Rik	1.0034017426560995	0.982613149122526
2310003L06Rik	0.0	0.0
2310005A03Rik	0.06945485674035316	0.0
2310005G13Rik	0.03165891415813945	0.06653198777791337
2310007B03Rik	0.022203953744114727	0.023331077808696577
2310007L24Rik	0.15486106813877784	0.16272217425427454
2310009B15Rik	10.37297946252861	7.147236655511745
2310010G23Rik	0.0	0.0
2310010J17Rik	3.660009146987213	2.262235105486256
2310011J03Rik	29.676977817100614	28.461085202193978
2310014F06Rik	0.29468251812750745	0.3096412845445528
2310014L17Rik	0.20984415809234205	0.3149947615234028
2310015A10Rik	3.2279083719606043	2.506956346816888
2310015B20Rik	0.9138624915107172	0.24006306648807096
2310016D23Rik	0.0	0.0
2310016G11Rik	0.5510663434904296	0.5790397460694107
2310022A10Rik	12.091157110534736	9.838575560891138
2310022B05Rik	42.76194597446646	38.92924431235885
2310026I22Rik	0.2987627376092729	0.0
2310026L22Rik	1.69921307015274	1.7854690570050276
2310030G06Rik	1.8762877241162068	1.8072380609206629
2310031A07Rik	0.19615735297578527	0.0
2310033P09Rik	9.218632331679123	11.036362375706453
2310034C09Rik	0.0	0.0
2310035C23Rik	5.352136938177291	5.0253425440577795
2310036O22Rik	40.43020997445352	37.90221310685677
2310039H08Rik	6.029364432994383	3.563678768370781
2310040G07Rik	0.10329562736490819	0.21707830480304288
2310042D19Rik	0.5054549178709719	0.87633641527725
2310042E22Rik	0.0	0.0
2310043D23Rik	0.0	0.0
2310043M15Rik	0.31261393986804153	0.4598761254359376
2310044G17Rik	34.61689040637458	33.560793262815
2310044K18Rik	0.0	0.0
2310045N01Rik	3.4548638989434552	3.2370739119570002
2310047M10Rik	13.578617208767733	12.512721154213132
2310050B05Rik	0.228506981607382	0.3324551880220389
2310050C09Rik	0.0	0.0
2310057J18Rik	0.0	0.0
2310057M21Rik	7.104723638269295	7.142797879359383
2310057N15Rik	0.0	0.0
2310058D17Rik	0.6066722256983049	0.6374683115115911
2310061I04Rik	5.568381626414323	5.130916876697079
2310061N02Rik	0.0	0.0
2310065F04Rik	0.0	0.0
2310067B10Rik	6.57858995113867	9.455528259292663
2310069G16Rik	3.925479489396511	3.6394816857585073
2310075C17Rik	4.169848024914699	1.2518626166555846
2310079G19Rik	0.0	0.0
2310081O03Rik	0.0	0.0
2410002F23Rik	1.6352120882555026	1.563730226828434
2410003L11Rik	0.07743053406938892	0.08136108712713729
2410004B18Rik	6.282804629136181	5.593469449172053
2410004I01Rik	0.32720434616011357	0.6876279916254769
2410004N09Rik	5.033724160265376	4.175721824997141
2410004P03Rik	2.052124476904628	0.7944244969989
2410006H16Rik	48.969282046454964	44.6091217705647
2410012M07Rik	0.0	0.0
2410015M20Rik	93.36830190583835	76.08091421713003
2410016O06Rik	3.849149081091336	4.348968595798387
2410017I17Rik	0.021722122980539983	0.0
2410018L13Rik	0.07828370576969662	0.13709594632817812
2410018M08Rik	2.5314161194081786	2.501588285951888
2410019O14Rik	0.15436866410654007	0.0
2410024N13Rik	0.0	0.0
2410057H14Rik	0.16457269444578596	0.34585357036417
2410066E13Rik	15.728722487295201	10.501004311875851
2410076I21Rik	0.5665814134092703	0.14883559920850495
